;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
959;PICKUP LEVE;SAVEIRO;Marabá;AUTO POSTO FOLHA 23 LTDA;0.6;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
960;CAMINHONETE;RANGER;São Luís;POSTO IPASE LTDA;0.67;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
961;CAMINHONETE;RANGER;São Luís;POSTO IPASE LTDA;0.86;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
962;CAMINHONETE;RANGER;São Luís;L S COMERCIO E SERVICOS LTDA;0.99;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
963;CAMINHONETE;L200;Tarauacá;F. L. J. EMPREENDIMENTOS LTDA;1.25;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
964;VEÍCULO;POLO;Recife;IGUEP INCORPORADORA GUEDES PEREIRA LTDA;0.55;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
965;CAMINHONETE;HILUX;Caxias;POSTO MACIEL LTDA - ME;0.82;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
966;CAMINHONETE;S10;São Luís;C. G. DE SOUSA EIRELI;0.85;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
967;AUTOMÓVEL;PALIO;Salvador;POSTO GAMELEIRA OGUNJA LTDA;0.46;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
968;CAMINHONETE;S10 LS;São Luís;L S COMERCIO E SERVICOS LTDA;0.74;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
969;AUTOMÓVEL;GOL;Mossoró;BOM PASTOR COMERCIO DE DERIVADOS DE PETROLEO EIREL;0.52;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
970;CAMINHONETE;L200 TRITON;São Luís;COMERCIAL PETROMAR LTDA;0.99;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
971;AMBULÂNCIA;Fiorino Furgão 1.0;Bezerros;POSTO ROSARINHO LTDA;0.61;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
972;CAMINHONETE;STRADA;Pojuca;JP COMERCIAL DE COMBUSTIVEIS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
973;AUTOMÓVEL;GOL TL MBV;Cruz das Almas;AUTO POSTO TYREAM LTDA;0.39;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
974;AUTOMÓVEL;IDEA ADVENTURE;Salvador;POSTO DE COMBUSTIVEL LTDA EPP;0.38;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
975;CAMINHÃO BASCULANTE;ATEGO 1719;Joinville;AUTO POSTO HEMEROCALLIS LTDA;2.41;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
976;AUTOMÓVEL;POLO;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.51;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
977;AUTOMÓVEL;DUSTER;Recife;POSTO FIJI COMERCIO DE COMBUSTIVEIS LTDA;0.63;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
978;AUTOMÓVEL;DUSTER;Cabrobó;LIMA E MARQUES LTDA;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
979;AMBULÂNCIA;SPRINTER;Candeias;REPROPEL REVENDA DE PRODUTOS DE PETROLEO LTDA;0.95;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
980;VEÍCULO;XRE 300;Recife;SERVICAR S/A;0.22;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
981;AUTOMÓVEL;SPIN 1.8 L;Arapiraca;IBN PINTO E SILVA & CIA LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
982;VEÍCULO;DUSTER;CABO DE SANTO AGOSTINHO;POSTO SAO CRISTOVAO LTDA;0.52;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
983;CAMINHONETE;STRADA;Petrolândia;GERALDO SEVERO DOS SANTOS - EPP;0.59;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
984;CAMINHÃO;2726 6x4 2p (diesel);Rio Bananal;AUTO POSTO SANTA ANA LTDA;1.78;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
985;VEÍCULO;ONIX 1.0 MT LT;Recife;SERVICAR S/A;0.71;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
986;VEÍCULO;GOL;Petrolândia;GERALDO SEVERO DOS SANTOS - EPP;0.53;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
987;VEÍCULO;DOBLO;Petrolândia;GERALDO SEVERO DOS SANTOS - EPP;0.55;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
988;VEÍCULO LEVE;MOBI EASY;São Paulo;POSTO SERV. AUTOM. COM. COMBUSTIVEL CABERNET LTDA;0.49;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
989;VEÍCULO;ETIOS 1.3 Flex 16V 5p Mec.;Salvador;POSTO PERNAMBUES DE COMBUST. LTDA;0.51;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
990;MOTOCICLETA;XRE 300/ 300 ABS;Rio de Janeiro;POSTO DE GASOLINA DOM PEDRO II LTDA;0.18;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
991;VEÍCULO LEVE;MOBI EASY;São Paulo;POSTO SERV. AUTOM. COM. COMBUSTIVEL CABERNET LTDA;0.5;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
992;VEÍCULO;DAILY 3510;Itabuna;FAMA COMERCIO DE COMBUSTIVEIS LTDA;0.97;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
993;PASSAGEIRO;Mobi Like;São Luís;L S COMERCIO E SERVICOS LTDA;0.47;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
994;CAMIONETA USO MISTO;STRADA ENDURANCE CS;São Luís;L S COMERCIO E SERVICOS LTDA;0.61;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
995;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;Salvador;DUBA DERBA 2 COMERCIO DE COMBUSTIVEIS LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
996;CAMINHONETE;STRADA ENDURANCE CS;SALVADOR;POSTO KALILANDIA LTDA;0.69;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
997;LEVE;SPIN 1.8 L AT PREMIER;SALVADOR;SRS COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA;0.61;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
998;PICKUP LEVE;SPIN 1.8 L AT PREMIER;SALVADOR;VICTORIANO AMOEDO LOPO LTDA;0.78;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
999;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;Salvador;POSTO ESCOLA SALVADOR LTDA;0.51;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
0;EQUIPAMENTO;TORO FREEDOM AT9 D;Recife;A C NORTE LTDA;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
1;EQUIPAMENTO;S10 LS DD4;Recife;A C NORTE LTDA;0.92;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
2;VEÍCULO;Gol 1.0;Salvador;M-55 COMERCIO DE COMB LTDA;0.46;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-estabelecimento;cidade
3;EQUIPAMENTO;TORO FREEDOM AT9 D;Recife;A C NORTE LTDA;0.88;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
4;CAMINHÃO;SPRINTER;Acrelândia;PROGRESSO COMERCIO DE COMBUSTIVEIS E SERVICOS - EIRELI;1.16;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-estabelecimento;cidade
5;PICK UP;SAVEIRO;Recife;POSTO DE ABASTECIMENTO IPSEP LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
6;AUTOMÓVEL;DUSTER;Abreu e Lima;AUTO POSTO DUQUE DE CAXIAS LTDA;0.87;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
7;PICK UP;STRADA;Marechal Deodoro;POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA;0.64;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
8;AMBULÂNCIA;FIORINO;São Caitano;POSTO PROGRESSO LTDA;0.59;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-estabelecimento;cidade
9;CAMINHONETE;Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.;PETROLINA;Posto Horizonte LTDA - EPP;0.84;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-estabelecimento;cidade
10;CAMINHONETE;L 200 TRITON SPT GLX;Cruzeiro do Sul;REDE POSTO 7 LTDA;0.88;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-estabelecimento;cidade
11;CAMINHAO MEDIO;ATEGO 1719;BARUERI;SOL DIESEL DERIVADOS DE PETROLEO LTDA;1.35;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
12;CAMINHONETE;S10;Arcoverde;L C F COMBUSTIVEIS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
13;CAMINHONETE;RANGER;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
14;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;Palmares;POSTO AR COMBUSTÍVEIS LTDA;0.87;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
15;VEÍCULO;DUSTER;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.85;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
16;FURGÃO;SPRINTER;Itapetininga;AUTO POSTO MIQUIRA II LTDA;0.94;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-estabelecimento;cidade
17;VEÍCULO;HILUX;Cabrobó;LIMA E MARQUES LTDA;0.73;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
18;PICKUP;L200 OUTDOOR;Marabá;AUTO POSTO FOLHA 23 LTDA;0.67;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
19;AUTOMOVEL;DUSTER;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.79;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-estabelecimento;cidade
