;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
4764;;VALIDO;Gasolina;179.87;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4765;;VALIDO;Gasolina;203.7;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4766;;VALIDO;Gasolina;267.56;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4767;;VALIDO;Gasolina;200.67;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4768;;VALIDO;Gasolina;174.94;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4769;;VALIDO;Diesel S10;279.95;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4770;;VALIDO;Gasolina;132.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4771;;VALIDO;Gasolina;199.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4772;;VALIDO;Gasolina;329.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4773;;VALIDO;Diesel S10;230.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4774;;VALIDO;Gasolina;62.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4775;;VALIDO;Diesel S10;286.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4776;;VALIDO;Diesel S10;184.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4777;;VALIDO;Gasolina;330.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4778;;VALIDO;Diesel S10;218.89;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4779;;VALIDO;Diesel S10;181.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4780;;VALIDO;Diesel S10;227.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4781;;VALIDO;Gasolina;102.39;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4782;;VALIDO;Gasolina;64.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4783;;VALIDO;Diesel S10;223.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4784;;VALIDO;Diesel S10;966.38;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4785;;VALIDO;Gasolina;236.58;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4786;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4787;;VALIDO;Gasolina;201.07;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4788;;VALIDO;Gasolina;134.11;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4789;;VALIDO;Diesel S10;103.09;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4790;;VALIDO;Diesel S10;172.63;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4791;;VALIDO;Diesel S10;99.56;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4792;;VALIDO;Gasolina;86.94;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4793;;VALIDO;Diesel S10;443.64;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4794;;VALIDO;Diesel S10;20.47;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4795;;VALIDO;Gasolina;405.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4796;;VALIDO;Diesel S10;270.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4797;;VALIDO;Gasolina;60.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4798;;VALIDO;Gasolina;248.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4799;;VALIDO;Diesel;334.14;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4800;;VALIDO;Diesel S10;284.48;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4801;;VALIDO;Gasolina;154.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4802;;VALIDO;Gasolina;66.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4803;;VALIDO;Gasolina;335.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4804;;VALIDO;Gasolina;201.05;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4805;;VALIDO;Diesel S10;210.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4806;;VALIDO;Gasolina;64.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4807;;VALIDO;Diesel S10;230.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4808;;VALIDO;Diesel S10;158.7;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4809;;VALIDO;Diesel S10;1012.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4810;;VALIDO;Diesel S10;284.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4811;;VALIDO;Diesel S10;176.42;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4812;;VALIDO;Diesel S10;227.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4813;;VALIDO;Diesel S10;223.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4814;;VALIDO;Gasolina;169.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4815;;VALIDO;Diesel S10;167.07;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4816;;VALIDO;Diesel S10;283.28;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4817;;VALIDO;Diesel S10;279.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4818;;VALIDO;Gasolina;200.67;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4819;;VALIDO;Gasolina;67.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4820;;VALIDO;Gasolina;201.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4821;;VALIDO;Diesel S10;338.16;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4822;357716.0;VALIDO;Diesel S10;150.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4823;;VALIDO;Gasolina;134.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4824;;VALIDO;Gasolina;329.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4825;;VALIDO;Gasolina;65.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4826;;VALIDO;Gasolina;164.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4827;;VALIDO;Gasolina;60.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4828;;VALIDO;Diesel S10;224.06;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4829;;VALIDO;Diesel S10;180.91;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4830;;VALIDO;Gasolina;180.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4831;;VALIDO;Diesel S10;227.21;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4832;;VALIDO;Diesel S10;226.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4833;;VALIDO;Diesel;546.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4834;;VALIDO;Gasolina;203.7;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4835;;VALIDO;Gasolina;267.56;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4836;;VALIDO;Diesel S10;167.97;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4837;;VALIDO;Gasolina;200.67;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
